11,Andra Pradesh
12,Arunachal Pradesh
13,Assam
14,Bihar
15,Chhattisgarh
16,Goa
17,Gujarat
18,Haryana
19,Himachal Pradesh
20,Jammu and Kashmir
21,Jharkhand
22,Karnataka
23,Kerala
24,Madya Pradesh
25,Maharashtra
26,Manipur
27,Meghalaya
28,Mizoram
29,Nagaland
30,Orissa
31,Punjab
32,Rajasthan
33,Sikkim
34,Tamil Nadu
35,Tripura
36,Uttaranchal
37,Uttar Pradesh
38,West Bengal
